App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6015626,HDR,12/23/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6015074,HDR,12/16/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023963,HDR,03/27/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024094,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6022363,HDR,03/10/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6021696,HDR,03/04/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6017626,HDR,01/17/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Not Applicable,04/10/2023 05:00:04 PM
6019692,HDR,02/10/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016324,HDR,01/03/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6017710,HDR,01/18/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6023137,HDR,03/17/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025459,HDR,04/10/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023730,HDR,03/24/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023319,HDR,03/20/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024425,HDR,03/30/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6020918,HDR,02/24/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024806,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6018190,HDR,01/23/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6020390,HDR,02/17/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6021972,HDR,03/07/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023149,HDR,03/18/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021057,HDR,02/25/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6015016,HDR,12/15/2022,Denied,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,04/10/2023 05:00:04 PM
6023842,HDR,03/26/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024705,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6016782,HDR,01/08/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023513,HDR,03/22/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6014308,HDR,12/07/2022,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023583,HDR,03/23/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6021568,HDR,03/02/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025209,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6022399,HDR,03/11/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019606,HDR,02/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025245,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6019571,HDR,02/08/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023088,HDR,03/17/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022434,HDR,03/11/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016576,HDR,01/05/2023,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6021008,HDR,02/24/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6019221,HDR,02/04/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6021867,HDR,03/06/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6023997,HDR,03/27/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6023342,HDR,03/20/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022953,HDR,03/16/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019752,HDR,02/10/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024250,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025549,HDR,04/10/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022655,HDR,03/14/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024435,HDR,03/31/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023783,HDR,03/24/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6022683,HDR,03/14/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6020695,HDR,02/21/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023050,HDR,03/17/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6023428,HDR,03/21/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024997,HDR,04/05/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6017418,HDR,01/15/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6016623,HDR,01/05/2023,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023473,HDR,03/21/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6018344,HDR,01/25/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024546,HDR,04/01/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024303,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6022814,HDR,03/15/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6021175,HDR,02/27/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025239,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6016825,HDR,01/09/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6015161,HDR,12/18/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022124,HDR,03/08/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6017965,HDR,01/20/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6024635,HDR,04/02/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024002,HDR,03/27/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6022760,HDR,03/15/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024336,HDR,03/30/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6018668,HDR,01/28/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6021153,HDR,02/27/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020161,HDR,02/15/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016286,HDR,01/03/2023,Pending Fitness Interview,03/30/2023,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025356,HDR,04/07/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021840,HDR,03/06/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024917,HDR,04/04/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021050,HDR,02/25/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6020185,HDR,02/16/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6020556,HDR,02/20/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021165,HDR,02/27/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6015536,HDR,12/22/2022,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023354,HDR,03/20/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018779,HDR,01/30/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6015760,HDR,12/26/2022,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,04/10/2023 05:00:04 PM
6024397,HDR,03/30/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023705,HDR,03/24/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6018384,HDR,01/25/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",04/10/2023 05:00:04 PM
6022256,HDR,03/09/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016179,HDR,12/31/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6016922,HDR,01/09/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025519,HDR,04/10/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024643,HDR,04/02/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6018869,HDR,01/31/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6023192,HDR,03/18/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6022893,HDR,03/16/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016184,HDR,12/31/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023466,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6021970,HDR,03/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021953,HDR,03/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021166,HDR,02/27/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6019436,HDR,02/07/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023386,HDR,03/21/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023027,HDR,03/16/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6017678,HDR,01/18/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6016755,HDR,01/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019526,HDR,02/08/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023047,HDR,03/17/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6022040,HDR,03/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023343,HDR,03/20/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6016729,HDR,01/06/2023,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6017071,HDR,01/11/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021235,HDR,02/27/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6019824,HDR,02/12/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025123,HDR,04/05/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6018023,HDR,01/22/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6024230,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6022383,HDR,03/10/2023,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6022111,HDR,03/08/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019994,HDR,02/13/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023393,HDR,03/21/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021768,HDR,03/05/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6018499,HDR,01/26/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6022653,HDR,03/14/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024733,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6022227,HDR,03/09/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025217,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024453,HDR,03/31/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023734,HDR,03/24/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6015168,HDR,12/18/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019991,HDR,02/13/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,04/10/2023 05:00:04 PM
6025360,HDR,04/07/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019047,HDR,02/02/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023007,HDR,03/16/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6015190,HDR,12/19/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6025471,HDR,04/10/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023982,HDR,03/27/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6020498,HDR,02/20/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6015348,HDR,12/20/2022,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024708,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6018512,HDR,01/26/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6022249,HDR,03/09/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6025238,HDR,04/06/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024941,HDR,04/04/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020725,HDR,02/22/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6021792,HDR,03/06/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6025416,HDR,04/08/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023781,HDR,03/24/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6024113,HDR,03/28/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023579,HDR,03/22/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6019378,HDR,02/06/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6024809,HDR,04/03/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019320,HDR,02/06/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6025131,HDR,04/05/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021060,HDR,02/25/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021250,HDR,02/28/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021539,HDR,03/02/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,04/10/2023 05:00:04 PM
6021914,HDR,03/06/2023,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,04/10/2023 05:00:04 PM
6015137,HDR,12/17/2022,Pending Fitness Interview,04/06/2023,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6020825,HDR,02/23/2023,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,04/10/2023 05:00:04 PM
6023215,HDR,03/19/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6016099,HDR,12/29/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6020493,HDR,02/20/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023313,HDR,03/20/2023,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,04/10/2023 05:00:04 PM
6023207,HDR,03/19/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6015649,HDR,12/23/2022,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6024545,HDR,04/01/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,04/10/2023 05:00:04 PM
6019623,HDR,02/09/2023,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019715,HDR,02/10/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6023663,HDR,03/23/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6018691,HDR,01/29/2023,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6019413,HDR,02/07/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6019461,HDR,02/07/2023,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6021864,HDR,03/06/2023,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Copy of DMV license needed,04/10/2023 05:00:04 PM
6024297,HDR,03/29/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,04/10/2023 05:00:04 PM
6024795,HDR,04/03/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
6016657,HDR,01/05/2023,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,04/10/2023 05:00:04 PM
6023991,HDR,03/27/2023,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,04/10/2023 05:00:04 PM
